"","rec_year","team","conference","position_group","avg_rating","total_rating","commits","avg_stars"
"4617",2006,"Louisiana","Sun Belt","All Positions",0.760661556170537,9.8886,13,2
"4618",2006,"Louisiana Monroe","Sun Belt","All Positions",0.724066664775213,13.0332,18,2
"4619",2006,"Louisiana Tech","Western Athletic","All Positions",0.733705550432205,13.2067,18,2.05555555555556
"4620",2006,"Louisville","Big East","All Positions",0.783952380929674,16.463,21,2.38095238095238
"4621",2006,"LSU","SEC","All Positions",0.842524996399879,16.8505,20,3
"4622",2006,"Marshall","Conference USA","All Positions",0.698027269406752,15.3566,22,1.45454545454545
"4623",2006,"Maryland","ACC","All Positions",0.78269000351429,15.6538,20,2.25
"4624",2006,"Memphis","Conference USA","All Positions",0.704071419579642,9.857,14,1.57142857142857
"4625",2006,"Miami","ACC","All Positions",0.830305877853842,14.1152,17,2.94117647058824
"4626",2006,"Miami (OH)","Mid-American","All Positions",0.743662510067225,11.8986,16,1.875
"4627",2006,"Michigan","Big Ten","All Positions",0.847776476074668,14.4122,17,3.05882352941176
"4628",2006,"Michigan State","Big Ten","All Positions",0.755359989404678,7.5536,10,2.2
"4629",2006,"Middle Tennessee","Sun Belt","All Positions",0.707015381409572,9.1912,13,1.53846153846154
"4630",2006,"Minnesota","Big Ten","All Positions",0.738005873034982,12.5461,17,2
"4631",2006,"Mississippi State","SEC","All Positions",0.752962499856949,12.0474,16,2.0625
"4632",2006,"Missouri","Big 12","All Positions",0.740235290106605,12.584,17,1.94117647058824
"4633",2006,"Navy","FBS Independents","All Positions",0.68888889418708,6.2,9,1.33333333333333
"4634",2006,"NC State","ACC","All Positions",0.773977769745721,13.9316,18,2.16666666666667
"4635",2006,"Nebraska","Big 12","All Positions",0.772685706615448,10.8176,14,2.21428571428571
"4636",2006,"Nevada","Western Athletic","All Positions",0.711754992604256,14.2351,20,1.8
"4637",2006,"New Mexico","Mountain West","All Positions",0.768352939802058,13.062,17,2.35294117647059
"4638",2006,"New Mexico State","Western Athletic","All Positions",0.743381825360385,8.1772,11,2.09090909090909
"4639",2006,"North Carolina","ACC","All Positions",0.778887497882048,18.6933,24,2.20833333333333
"4640",2006,"Northern Illinois","Mid-American","All Positions",0.731147050857544,12.4295,17,1.94117647058824
"4641",2006,"North Texas","Sun Belt","All Positions",0.725378568683352,10.1553,14,2.07142857142857
"4642",2006,"Northwestern","Big Ten","All Positions",0.74319999558585,10.4048,14,1.92857142857143
"4643",2006,"Notre Dame","FBS Independents","All Positions",0.862029160062472,20.6887,24,3.16666666666667
"4644",2006,"Ohio","Mid-American","All Positions",0.722379990418752,10.8357,15,1.93333333333333
"4645",2006,"Ohio State","Big Ten","All Positions",0.938633329338498,8.4477,9,4
"4646",2006,"Oklahoma","Big 12","All Positions",0.854355007410049,17.0871,20,3.15
"4647",2006,"Oklahoma State","Big 12","All Positions",0.792241665224234,19.0138,24,2.33333333333333
"4648",2006,"Ole Miss","SEC","All Positions",0.803539130998694,18.4814,23,2.60869565217391
"4649",2006,"Oregon","Pac-10","All Positions",0.728228560515812,10.1952,14,1.85714285714286
"4650",2006,"Oregon State","Pac-10","All Positions",0.755090900442817,16.612,22,2.04545454545455
"4651",2006,"Penn State","Big Ten","All Positions",0.866923539077534,14.7377,17,3.29411764705882
"4652",2006,"Pittsburgh","Big East","All Positions",0.807465383639702,20.9941,26,2.57692307692308
"4653",2006,"Purdue","Big Ten","All Positions",0.74156665802002,11.1235,15,2
"4654",2006,"Rice","Conference USA","All Positions",0.754175011068583,12.0668,16,2.0625
"4655",2006,"Rutgers","Big East","All Positions",0.735871994495392,18.3968,25,1.88
"4656",2006,"San Diego State","Mountain West","All Positions",0.742014276129859,10.3882,14,2.07142857142857
"4657",2006,"San José State","Western Athletic","All Positions",0.752616683642069,13.5471,18,1.94444444444444
"4658",2006,"SMU","Conference USA","All Positions",0.730626662572225,10.9594,15,2
"4659",2006,"South Carolina","SEC","All Positions",0.777921433959688,10.8909,14,2.28571428571429
"4660",2006,"Southern Mississippi","Conference USA","All Positions",0.74402173705723,17.1125,23,2
"4661",2006,"South Florida","Big East","All Positions",0.733047997951508,18.3262,25,1.88
"4662",2006,"Stanford","Pac-10","All Positions",0.749606240540743,11.9937,16,1.9375
"4663",2006,"Syracuse","Big East","All Positions",0.746399998664856,11.9424,16,2
"4664",2006,"TCU","Mountain West","All Positions",0.730087485164404,11.6814,16,1.875
"4665",2006,"Temple","FBS Independents","All Positions",0.709205554591285,12.7657,18,1.66666666666667
"4666",2006,"Tennessee","SEC","All Positions",0.813706660270691,12.2056,15,2.6
"4667",2006,"Texas","Big 12","All Positions",0.883663632652976,19.4406,22,3.5
"4668",2006,"Texas A&M","Big 12","All Positions",0.838810525442425,15.9374,19,2.89473684210526
"4669",2006,"Texas Tech","Big 12","All Positions",0.774486664930979,23.2346,30,2.1
"4670",2006,"Toledo","Mid-American","All Positions",0.724265210006548,16.6581,23,2
"4671",2006,"Troy","Sun Belt","All Positions",0.712386659781138,10.6858,15,2
"4672",2006,"Tulane","Conference USA","All Positions",0.710735282477211,12.0825,17,1.70588235294118
"4673",2006,"Tulsa","Conference USA","All Positions",0.736271428210395,10.3078,14,2
"4674",2006,"UAB","Conference USA","All Positions",0.740914273829687,15.5592,21,2.14285714285714
"4675",2006,"UCF","Conference USA","All Positions",0.711399994398418,13.5166,19,1.47368421052632
"4676",2006,"UCLA","Pac-10","All Positions",0.803844445281559,7.2346,9,2.44444444444444
"4677",2006,"UNLV","Mountain West","All Positions",0.729821042010659,13.8666,19,2.15789473684211
"4678",2006,"USC","Pac-10","All Positions",0.908504168192546,21.8041,24,3.70833333333333
"4679",2006,"Utah","Mountain West","All Positions",0.763552631202497,14.5075,19,2.15789473684211
"4680",2006,"Utah State","Western Athletic","All Positions",0.712863150395845,13.5444,19,2
"4681",2006,"UTEP","Conference USA","All Positions",0.754418523223312,20.3693,27,2.18518518518519
"4682",2006,"Vanderbilt","SEC","All Positions",0.740824992458026,17.7798,24,1.95833333333333
"4683",2006,"Virginia","ACC","All Positions",0.74264166255792,8.9117,12,2.08333333333333
"4684",2006,"Virginia Tech","ACC","All Positions",0.76935881726882,13.0791,17,2.23529411764706
"4685",2006,"Wake Forest","ACC","All Positions",0.749392854315894,10.4915,14,2.07142857142857
"4686",2006,"Washington","Pac-10","All Positions",0.772078573703766,10.8091,14,2.14285714285714
"4687",2006,"Washington State","Pac-10","All Positions",0.768899989979608,10.7646,14,2.21428571428571
"4688",2006,"Western Michigan","Mid-American","All Positions",0.73352499678731,11.7364,16,1.875
"4689",2006,"West Virginia","Big East","All Positions",0.761376921947186,9.8979,13,2.15384615384615
"4690",2006,"Wisconsin","Big Ten","All Positions",0.769255542092853,13.8466,18,2.33333333333333
"4691",2006,"Wyoming","Mountain West","All Positions",0.713726659615835,10.7059,15,1.73333333333333
"4692",2007,"Air Force","Mountain West","Defensive Back",0.694449990987778,1.3889,2,1.5
"4693",2007,"Air Force","Mountain West","Defensive Line",0.755549997091293,1.5111,2,2
"4694",2007,"Air Force","Mountain West","Offensive Line",0.722199976444244,0.7222,1,2
"4695",2007,"Air Force","Mountain West","Receiver",0.711099982261658,1.4222,2,2
"4696",2007,"Air Force","Mountain West","Running Back",0.633300006389618,0.6333,1,1
"4697",2007,"Akron","Mid-American","Defensive Back",0.744433323542277,2.2333,3,2.33333333333333
"4698",2007,"Akron","Mid-American","Defensive Line",0.73489998281002,2.9396,4,2
"4699",2007,"Akron","Mid-American","Linebacker",0.710699990391731,2.8428,4,1.75
"4700",2007,"Akron","Mid-American","Offensive Line",0.726500004529953,2.906,4,1.75
"4701",2007,"Akron","Mid-American","Quarterback",0.749300003051758,0.7493,1,2
"4702",2007,"Akron","Mid-American","Receiver",0.731499989827474,2.1945,3,1.66666666666667
"4703",2007,"Akron","Mid-American","Special Teams",0.749100029468536,0.7491,1,2
"4704",2007,"Alabama","SEC","Defensive Back",0.789600014686584,1.5792,2,2.5
"4705",2007,"Alabama","SEC","Defensive Line",0.845860004425049,4.2293,5,2.8
"4706",2007,"Alabama","SEC","Linebacker",0.819824978709221,3.2793,4,2.75
"4707",2007,"Alabama","SEC","Offensive Line",0.833233336607615,2.4997,3,3
"4708",2007,"Alabama","SEC","Quarterback",0.787999987602234,0.788,1,2
"4709",2007,"Alabama","SEC","Receiver",0.772999987006187,3.092,4,2.25
"4710",2007,"Alabama","SEC","Running Back",0.845099985599518,1.6902,2,3
"4711",2007,"Arizona","Pac-10","Defensive Back",0.722199976444244,0.7222,1,2
"4712",2007,"Arizona","Pac-10","Defensive Line",0.767399996519089,3.0696,4,2.25
"4713",2007,"Arizona","Pac-10","Receiver",0.854750007390976,1.7095,2,3
"4714",2007,"Arizona","Pac-10","Running Back",0.795400023460388,0.7954,1,2
"4715",2007,"Arizona","Pac-10","Special Teams",0.847849994897842,1.6957,2,3
"4716",2007,"Arizona State","Pac-10","Defensive Back",0.755299985408783,0.7553,1,2
"4717",2007,"Arizona State","Pac-10","Defensive Line",0.730200007557869,2.9208,4,2
"4718",2007,"Arizona State","Pac-10","Linebacker",0.747599999109904,2.2428,3,2
"4719",2007,"Arizona State","Pac-10","Offensive Line",0.827174991369247,3.3087,4,3
"4720",2007,"Arizona State","Pac-10","Quarterback",0.784400016069412,1.5688,2,2
"4721",2007,"Arizona State","Pac-10","Receiver",0.757633328437805,2.2729,3,2
"4722",2007,"Arizona State","Pac-10","Running Back",0.766700029373169,0.7667,1,2
"4723",2007,"Arkansas","SEC","Defensive Back",0.705549985170364,1.4111,2,1.5
"4724",2007,"Arkansas","SEC","Defensive Line",0.74156665802002,2.2247,3,2
"4725",2007,"Arkansas","SEC","Linebacker",0.756000006198883,3.78,5,2.2
"4726",2007,"Arkansas","SEC","Offensive Line",0.772099995613098,3.8605,5,2.4
"4727",2007,"Arkansas","SEC","Quarterback",0.792400002479553,1.5848,2,2.5
"4728",2007,"Arkansas","SEC","Receiver",0.810400009155273,2.4312,3,2.66666666666667
"4729",2007,"Arkansas","SEC","Running Back",0.76884999871254,1.5377,2,2
"4730",2007,"Arkansas","SEC","Special Teams",0.773100018501282,0.7731,1,2
"4731",2007,"Arkansas State","Sun Belt","Defensive Back",0.694449990987778,1.3889,2,1.5
"4732",2007,"Arkansas State","Sun Belt","Defensive Line",0.711119985580444,3.5556,5,1.8
"4733",2007,"Arkansas State","Sun Belt","Linebacker",0.666700005531311,2.0001,3,1
"4734",2007,"Arkansas State","Sun Belt","Offensive Line",0.718314273016793,5.0282,7,1.85714285714286
"4735",2007,"Arkansas State","Sun Belt","Quarterback",0.688899993896484,0.6889,1,1
"4736",2007,"Arkansas State","Sun Belt","Receiver",0.666700005531311,0.6667,1,1
"4737",2007,"Arkansas State","Sun Belt","Running Back",0.739300012588501,2.2179,3,1.66666666666667
"4738",2007,"Arkansas State","Sun Belt","Special Teams",0.688899993896484,2.0667,3,1.66666666666667
"4739",2007,"Army","FBS Independents","Defensive Back",0.705549985170364,1.4111,2,1.5
"4740",2007,"Army","FBS Independents","Linebacker",0.633300006389618,0.6333,1,1
"4741",2007,"Army","FBS Independents","Offensive Line",0.711100002129873,2.1333,3,1.66666666666667
"4742",2007,"Auburn","SEC","Defensive Back",0.813499987125397,2.4405,3,2.33333333333333
"4743",2007,"Auburn","SEC","Defensive Line",0.773224994540215,3.0929,4,2.25
"4744",2007,"Auburn","SEC","Linebacker",0.780399998029073,2.3412,3,2.33333333333333
"4745",2007,"Auburn","SEC","Offensive Line",0.822525002062321,6.5802,8,2.625
"4746",2007,"Auburn","SEC","Quarterback",0.929000020027161,0.929,1,4
"4747",2007,"Auburn","SEC","Receiver",0.78246666987737,2.3474,3,2
"4748",2007,"Auburn","SEC","Running Back",0.806550025939941,1.6131,2,2.5
"4749",2007,"Auburn","SEC","Special Teams",0.89885002374649,1.7977,2,4
"4750",2007,"Ball State","Mid-American","Defensive Back",0.70440000295639,2.1132,3,1.33333333333333
"4751",2007,"Ball State","Mid-American","Defensive Line",0.722299993038177,3.6115,5,1.8
"4752",2007,"Ball State","Mid-American","Linebacker",0.714579999446869,3.5729,5,1.6
"4753",2007,"Ball State","Mid-American","Offensive Line",0.685199995835622,2.0556,3,1
"4754",2007,"Ball State","Mid-American","Receiver",0.724599987268448,2.8984,4,1.75
"4755",2007,"Ball State","Mid-American","Running Back",0.77130001783371,0.7713,1,2
"4756",2007,"Ball State","Mid-American","Special Teams",0.677799999713898,1.3556,2,1
"4757",2007,"Baylor","Big 12","Defensive Back",0.754400014877319,0.7544,1,2
"4758",2007,"Baylor","Big 12","Defensive Line",0.768100023269653,0.7681,1,2
"4759",2007,"Baylor","Big 12","Linebacker",0.729499995708466,1.459,2,1.5
"4760",2007,"Baylor","Big 12","Offensive Line",0.766566673914591,2.2997,3,2
"4761",2007,"Baylor","Big 12","Receiver",0.768050014972687,1.5361,2,2
"4762",2007,"Baylor","Big 12","Special Teams",0.808899998664856,1.6178,2,2.5
"4763",2007,"Boise State","Western Athletic","Defensive Back",0.751200020313263,0.7512,1,2
"4764",2007,"Boise State","Western Athletic","Defensive Line",0.736842845167432,5.1579,7,2
"4765",2007,"Boise State","Western Athletic","Linebacker",0.711099982261658,0.7111,1,2
"4766",2007,"Boise State","Western Athletic","Offensive Line",0.738499999046326,2.954,4,2
"4767",2007,"Boise State","Western Athletic","Quarterback",0.759700000286102,0.7597,1,2
"4768",2007,"Boise State","Western Athletic","Receiver",0.730466663837433,2.1914,3,2
"4769",2007,"Boise State","Western Athletic","Running Back",0.729749992489815,2.919,4,2
"4770",2007,"Boise State","Western Athletic","Special Teams",0.783166666825612,2.3495,3,2.33333333333333
"4771",2007,"Boston College","ACC","Defensive Back",0.740949988365173,1.4819,2,2
"4772",2007,"Boston College","ACC","Defensive Line",0.798600018024445,0.7986,1,3
"4773",2007,"Boston College","ACC","Linebacker",0.820499986410141,1.641,2,2.5
"4774",2007,"Boston College","ACC","Offensive Line",0.804640007019043,4.0232,5,2.4
"4775",2007,"Boston College","ACC","Quarterback",0.746149986982346,1.4923,2,2
"4776",2007,"Boston College","ACC","Receiver",0.740500003099442,2.962,4,2
"4777",2007,"Bowling Green","Mid-American","Defensive Back",0.688899993896484,1.3778,2,1.5
"4778",2007,"Bowling Green","Mid-American","Defensive Line",0.677799999713898,4.0668,6,1
"4779",2007,"Bowling Green","Mid-American","Linebacker",0.699999988079071,1.4,2,1.5
"4780",2007,"Bowling Green","Mid-American","Offensive Line",0.677799999713898,0.6778,1,1
"4781",2007,"Bowling Green","Mid-American","Quarterback",0.677799999713898,0.6778,1,1
"4782",2007,"Bowling Green","Mid-American","Receiver",0.683349996805191,1.3667,2,1
"4783",2007,"Bowling Green","Mid-American","Running Back",0.722199976444244,1.4444,2,2
"4784",2007,"Buffalo","Mid-American","Defensive Back",0.70740000406901,2.1222,3,1.66666666666667
"4785",2007,"Buffalo","Mid-American","Defensive Line",0.677799999713898,2.0334,3,1
"4786",2007,"Buffalo","Mid-American","Linebacker",0.677799999713898,1.3556,2,1
"4787",2007,"Buffalo","Mid-American","Offensive Line",0.694449990987778,1.3889,2,1.5
"4788",2007,"Buffalo","Mid-American","Quarterback",0.703500002622604,1.407,2,1.5
"4789",2007,"Buffalo","Mid-American","Receiver",0.68149999777476,2.0445,3,1
"4790",2007,"Buffalo","Mid-American","Running Back",0.699999988079071,0.7,1,2
"4791",2007,"Buffalo","Mid-American","Special Teams",0.710900008678436,1.4218,2,2
"4792",2007,"BYU","Mountain West","Defensive Back",0.724824979901314,2.8993,4,2
"4793",2007,"BYU","Mountain West","Defensive Line",0.73769998550415,2.2131,3,2
"4794",2007,"BYU","Mountain West","Linebacker",0.722199976444244,0.7222,1,2
"4795",2007,"BYU","Mountain West","Offensive Line",0.765724986791611,3.0629,4,2.25
"4796",2007,"BYU","Mountain West","Quarterback",0.795400023460388,0.7954,1,2
"4797",2007,"BYU","Mountain West","Receiver",0.768942858491625,5.3826,7,2.14285714285714
"4798",2007,"BYU","Mountain West","Running Back",0.830600023269653,0.8306,1,3
"4799",2007,"BYU","Mountain West","Special Teams",0.746999979019165,0.747,1,2
"4800",2007,"California","Pac-10","Defensive Back",0.775550007820129,1.5511,2,2
"4801",2007,"California","Pac-10","Defensive Line",0.797540009021759,3.9877,5,2.6
"4802",2007,"California","Pac-10","Linebacker",0.802633325258891,2.4079,3,2.33333333333333
"4803",2007,"California","Pac-10","Offensive Line",0.83194999396801,3.3278,4,2.75
"4804",2007,"California","Pac-10","Quarterback",0.795400023460388,0.7954,1,2
"4805",2007,"California","Pac-10","Receiver",0.766866683959961,2.3006,3,2
"4806",2007,"California","Pac-10","Running Back",0.801750004291534,1.6035,2,2.5
"4807",2007,"California","Pac-10","Special Teams",0.836250007152557,1.6725,2,2.5
"4808",2007,"Central Michigan","Mid-American","Defensive Back",0.766700029373169,0.7667,1,2
"4809",2007,"Central Michigan","Mid-American","Defensive Line",0.733100016911825,2.1993,3,1.66666666666667
"4810",2007,"Central Michigan","Mid-American","Linebacker",0.677799999713898,1.3556,2,1
"4811",2007,"Central Michigan","Mid-American","Offensive Line",0.677799999713898,0.6778,1,1
"4812",2007,"Central Michigan","Mid-American","Receiver",0.703059995174408,3.5153,5,1.4
"4813",2007,"Central Michigan","Mid-American","Running Back",0.75,0.75,1,2
"4814",2007,"Central Michigan","Mid-American","Special Teams",0.722699999809265,0.7227,1,2
"4815",2007,"Cincinnati","Big East","Defensive Line",0.740333338578542,2.221,3,2
"4816",2007,"Cincinnati","Big East","Linebacker",0.732400000095367,1.4648,2,2
"4817",2007,"Cincinnati","Big East","Offensive Line",0.703333338101705,2.11,3,1.66666666666667
"4818",2007,"Cincinnati","Big East","Quarterback",0.719799995422363,1.4396,2,1.5
"4819",2007,"Cincinnati","Big East","Receiver",0.724259996414185,3.6213,5,1.6
"4820",2007,"Cincinnati","Big East","Running Back",0.677799999713898,1.3556,2,1
"4821",2007,"Cincinnati","Big East","Special Teams",0.677799999713898,0.6778,1,1
"4822",2007,"Clemson","ACC","Defensive Back",0.822649985551834,1.6453,2,2.5
"4823",2007,"Clemson","ACC","Defensive Line",0.785116662581762,4.7107,6,2.16666666666667
"4824",2007,"Clemson","ACC","Linebacker",0.848166664441427,2.5445,3,3
"4825",2007,"Clemson","ACC","Offensive Line",0.855433324972788,2.5663,3,3.33333333333333
"4826",2007,"Clemson","ACC","Quarterback",0.965499997138977,0.9655,1,4
"4827",2007,"Clemson","ACC","Receiver",0.831475004553795,3.3259,4,2.75
"4828",2007,"Clemson","ACC","Running Back",0.761799991130829,0.7618,1,2
"4829",2007,"Colorado","Big 12","Defensive Back",0.781149983406067,1.5623,2,2
"4830",2007,"Colorado","Big 12","Defensive Line",0.767766654491425,2.3033,3,2.33333333333333
"4831",2007,"Colorado","Big 12","Linebacker",0.722199976444244,2.1666,3,2
"4832",2007,"Colorado","Big 12","Offensive Line",0.79925000667572,6.394,8,2.375
"4833",2007,"Colorado","Big 12","Quarterback",0.77130001783371,0.7713,1,2
"4834",2007,"Colorado","Big 12","Receiver",0.787499994039536,1.575,2,2
"4835",2007,"Colorado","Big 12","Running Back",0.809150010347366,1.6183,2,2.5
"4836",2007,"Colorado","Big 12","Special Teams",0.748149991035461,1.4963,2,2
"4837",2007,"Colorado State","Mountain West","Defensive Back",0.718016664187113,4.3081,6,1.66666666666667
"4838",2007,"Colorado State","Mountain West","Defensive Line",0.723160004615784,3.6158,5,1.8
"4839",2007,"Colorado State","Mountain West","Linebacker",0.711099982261658,1.4222,2,1.5
"4840",2007,"Colorado State","Mountain West","Offensive Line",0.750899970531464,0.7509,1,2
"4841",2007,"Colorado State","Mountain West","Quarterback",0.746399998664856,1.4928,2,2
"4842",2007,"Colorado State","Mountain West","Receiver",0.717599987983704,1.4352,2,1.5
"4843",2007,"Colorado State","Mountain West","Running Back",0.719666659832001,2.159,3,1.66666666666667
"4844",2007,"Colorado State","Mountain West","Special Teams",0.722199976444244,0.7222,1,2
"4845",2007,"Connecticut","Big East","Defensive Back",0.695559990406036,3.4778,5,1.4
"4846",2007,"Connecticut","Big East","Defensive Line",0.719624996185303,2.8785,4,1.75
"4847",2007,"Connecticut","Big East","Linebacker",0.737424984574318,2.9497,4,1.75
"4848",2007,"Connecticut","Big East","Offensive Line",0.724066654841105,2.1722,3,1.66666666666667
"4849",2007,"Connecticut","Big East","Quarterback",0.733299970626831,0.7333,1,2
"4850",2007,"Connecticut","Big East","Receiver",0.741674989461899,2.9667,4,2
"4851",2007,"Connecticut","Big East","Running Back",0.720849990844727,1.4417,2,2
"4852",2007,"Connecticut","Big East","Special Teams",0.741133332252502,2.2234,3,1.66666666666667
"4853",2007,"Duke","ACC","Defensive Back",0.738900005817413,2.2167,3,2
"4854",2007,"Duke","ACC","Defensive Line",0.755999982357025,1.512,2,2
"4855",2007,"Duke","ACC","Linebacker",0.692324995994568,2.7693,4,1.25
"4856",2007,"Duke","ACC","Offensive Line",0.763600006699562,3.0544,4,2
"4857",2007,"Duke","ACC","Quarterback",0.75629997253418,0.7563,1,2
"4858",2007,"Duke","ACC","Receiver",0.761249989271164,1.5225,2,2
"4859",2007,"Duke","ACC","Special Teams",0.686124995350838,2.7445,4,1.25
"4860",2007,"East Carolina","Conference USA","Defensive Back",0.71504999200503,4.2903,6,1.5
"4861",2007,"East Carolina","Conference USA","Defensive Line",0.685199995835622,2.0556,3,1
"4862",2007,"East Carolina","Conference USA","Linebacker",0.666700005531311,2.0001,3,1
"4863",2007,"East Carolina","Conference USA","Offensive Line",0.733299970626831,0.7333,1,2
"4864",2007,"East Carolina","Conference USA","Quarterback",0.761099994182587,1.5222,2,2
"4865",2007,"East Carolina","Conference USA","Receiver",0.684460008144379,3.4223,5,1.2
"4866",2007,"East Carolina","Conference USA","Running Back",0.754199981689453,1.5084,2,2
"4867",2007,"East Carolina","Conference USA","Special Teams",0.777649998664856,1.5553,2,2.5
"4868",2007,"Eastern Michigan","Mid-American","Defensive Back",0.699639999866486,3.4982,5,1.4
"4869",2007,"Eastern Michigan","Mid-American","Defensive Line",0.700124993920326,2.8005,4,1.5
"4870",2007,"Eastern Michigan","Mid-American","Linebacker",0.699999988079071,0.7,1,2
"4871",2007,"Eastern Michigan","Mid-American","Offensive Line",0.712499991059303,2.85,4,1.5
"4872",2007,"Eastern Michigan","Mid-American","Quarterback",0.744500011205673,1.489,2,2
"4873",2007,"Eastern Michigan","Mid-American","Receiver",0.677799999713898,2.0334,3,1
"4874",2007,"Eastern Michigan","Mid-American","Running Back",0.677799999713898,2.0334,3,1
"4875",2007,"Florida","SEC","Defensive Back",0.928033351898193,2.7841,3,3.66666666666667
"4876",2007,"Florida","SEC","Defensive Line",0.932866662740707,5.5972,6,4
"4877",2007,"Florida","SEC","Linebacker",0.876733322938283,2.6302,3,3.66666666666667
"4878",2007,"Florida","SEC","Offensive Line",0.929333329200745,2.788,3,4.33333333333333
"4879",2007,"Florida","SEC","Quarterback",0.970550000667572,1.9411,2,4.5
"4880",2007,"Florida","SEC","Receiver",0.912700017293294,2.7381,3,3.66666666666667
"4881",2007,"Florida","SEC","Running Back",0.904150009155273,1.8083,2,3.5
"4882",2007,"Florida","SEC","Special Teams",0.830399990081787,0.8304,1,3
"4883",2007,"Florida International","Sun Belt","Defensive Back",0.683349996805191,1.3667,2,1
"4884",2007,"Florida International","Sun Belt","Defensive Line",0.76526665687561,2.2958,3,2.33333333333333
"4885",2007,"Florida International","Sun Belt","Linebacker",0.688899993896484,0.6889,1,1
"4886",2007,"Florida International","Sun Belt","Offensive Line",0.714833319187164,2.1445,3,1.66666666666667
"4887",2007,"Florida International","Sun Belt","Quarterback",0.727466662724813,2.1824,3,2
"4888",2007,"Florida International","Sun Belt","Receiver",0.677799999713898,2.0334,3,1
"4889",2007,"Florida International","Sun Belt","Special Teams",0.705549985170364,1.4111,2,1.5
"4890",2007,"Florida State","ACC","Defensive Back",0.86599999666214,1.732,2,3
"4891",2007,"Florida State","ACC","Defensive Line",0.801900029182434,0.8019,1,3
"4892",2007,"Florida State","ACC","Linebacker",0.832666655381521,2.498,3,2.66666666666667
"4893",2007,"Florida State","ACC","Offensive Line",0.778359997272491,3.8918,5,2.2
"4894",2007,"Florida State","ACC","Receiver",0.804899990558624,0.8049,1,3
"4895",2007,"Florida State","ACC","Special Teams",0.926199972629547,0.9262,1,4
"4896",2007,"Fresno State","Western Athletic","Defensive Back",0.703171414988382,4.9222,7,1.57142857142857
"4897",2007,"Fresno State","Western Athletic","Defensive Line",0.703950002789497,2.8158,4,1.5
"4898",2007,"Fresno State","Western Athletic","Linebacker",0.729149997234344,1.4583,2,2
"4899",2007,"Fresno State","Western Athletic","Offensive Line",0.714199999968211,2.1426,3,1.33333333333333
"4900",2007,"Fresno State","Western Athletic","Quarterback",0.722199976444244,0.7222,1,2
"4901",2007,"Fresno State","Western Athletic","Receiver",0.711099982261658,2.1333,3,2
"4902",2007,"Fresno State","Western Athletic","Running Back",0.72325000166893,1.4465,2,1.5
"4903",2007,"Fresno State","Western Athletic","Special Teams",0.888400018215179,0.8884,1,3
"4904",2007,"Georgia","SEC","Defensive Back",0.791700005531311,1.5834,2,2.5
"4905",2007,"Georgia","SEC","Defensive Line",0.830449998378754,1.6609,2,3
"4906",2007,"Georgia","SEC","Linebacker",0.831833322842916,2.4955,3,3
"4907",2007,"Georgia","SEC","Offensive Line",0.826574996113777,3.3063,4,2.75
"4908",2007,"Georgia","SEC","Quarterback",0.934000015258789,0.934,1,4
"4909",2007,"Georgia","SEC","Receiver",0.837799996137619,3.3512,4,2.75
"4910",2007,"Georgia","SEC","Running Back",0.980599999427795,0.9806,1,4
"4911",2007,"Georgia","SEC","Special Teams",0.818099975585938,0.8181,1,3
"4912",2007,"Georgia Tech","ACC","Defensive Back",0.773966670036316,2.3219,3,2
"4913",2007,"Georgia Tech","ACC","Defensive Line",0.846933325131734,2.5408,3,3
"4914",2007,"Georgia Tech","ACC","Linebacker",0.836266656716665,2.5088,3,2.66666666666667
"4915",2007,"Georgia Tech","ACC","Offensive Line",0.816899995009104,2.4507,3,2.66666666666667
"4916",2007,"Georgia Tech","ACC","Quarterback",0.901899993419647,1.8038,2,4
"4917",2007,"Georgia Tech","ACC","Receiver",0.832325011491776,3.3293,4,3
"4918",2007,"Georgia Tech","ACC","Running Back",0.864549994468689,1.7291,2,3
"4919",2007,"Georgia Tech","ACC","Special Teams",0.793299973011017,0.7933,1,2
"4920",2007,"Hawai'i","Western Athletic","Defensive Back",0.835649996995926,1.6713,2,2.5
"4921",2007,"Hawai'i","Western Athletic","Defensive Line",0.716650009155273,1.4333,2,1.5
"4922",2007,"Hawai'i","Western Athletic","Linebacker",0.699999988079071,0.7,1,2
"4923",2007,"Hawai'i","Western Athletic","Offensive Line",0.700099992752075,3.5005,5,1.6
"4924",2007,"Hawai'i","Western Athletic","Receiver",0.726150006055832,1.4523,2,1.5
"4925",2007,"Hawai'i","Western Athletic","Running Back",0.722199976444244,0.7222,1,2
"4926",2007,"Houston","Conference USA","Defensive Back",0.724849991500378,5.7988,8,1.75
"4927",2007,"Houston","Conference USA","Defensive Line",0.735500017801921,2.2065,3,1.66666666666667
"4928",2007,"Houston","Conference USA","Linebacker",0.738699972629547,0.7387,1,2
"4929",2007,"Houston","Conference USA","Offensive Line",0.741619980335236,3.7081,5,2
"4930",2007,"Houston","Conference USA","Quarterback",0.768999993801117,0.769,1,2
"4931",2007,"Houston","Conference USA","Receiver",0.722199976444244,1.4444,2,2
"4932",2007,"Houston","Conference USA","Special Teams",0.763200014829636,1.5264,2,2
"4933",2007,"Idaho","Western Athletic","Defensive Back",0.677799999713898,0.6778,1,1
"4934",2007,"Idaho","Western Athletic","Defensive Line",0.72189998626709,1.4438,2,1.5
