"","year","team","conference","division","total_games","total_wins","total_losses","total_ties","conference_games","conference_wins","conference_losses","conference_ties","home_games","home_wins","home_losses","home_ties","away_games","away_wins","away_losses","away_ties"
"662",2005,"Oklahoma State","Big 12","South",11,4,7,0,8,1,7,0,6,3,3,0,5,1,4,0
"663",2005,"Ole Miss","SEC","West",11,3,8,0,8,1,7,0,6,2,4,0,5,1,4,0
"664",2005,"Oregon","Pac-10","",12,10,2,0,8,7,1,0,6,5,1,0,6,5,1,0
"665",2005,"Oregon State","Pac-10","",11,5,6,0,8,3,5,0,6,3,3,0,5,2,3,0
"666",2005,"Penn State","Big Ten","",12,11,1,0,8,7,1,0,7,7,0,0,5,4,1,0
"667",2005,"Pittsburgh","Big East","",11,5,6,0,7,4,3,0,6,5,1,0,5,0,5,0
"668",2005,"Purdue","Big Ten","",11,5,6,0,9,4,5,0,6,3,3,0,5,2,3,0
"669",2005,"Rice","Conference USA","West",11,1,10,0,8,1,7,0,5,1,4,0,6,0,6,0
"670",2005,"Rutgers","Big East","",12,7,5,0,7,4,3,0,7,4,3,0,5,3,2,0
"671",2005,"San Diego State","Mountain West","",12,5,7,0,10,4,6,0,6,3,3,0,6,2,4,0
"672",2005,"San José State","Western Athletic","",11,3,8,0,8,2,6,0,5,3,2,0,6,0,6,0
"673",2005,"SMU","Conference USA","West",11,5,6,0,8,4,4,0,6,3,3,0,5,2,3,0
"674",2005,"South Carolina","SEC","East",12,7,5,0,8,5,3,0,7,5,2,0,5,2,3,0
"675",2005,"Southern Mississippi","Conference USA","East",12,7,5,0,8,5,3,0,5,3,2,0,7,4,3,0
"676",2005,"South Florida","Big East","",12,6,6,0,7,4,3,0,5,4,1,0,7,2,5,0
"677",2005,"Stanford","Pac-10","",11,5,6,0,8,4,4,0,6,1,5,0,5,4,1,0
"678",2005,"Syracuse","Big East","",11,1,10,0,7,0,7,0,6,1,5,0,5,0,5,0
"679",2005,"TCU","Mountain West","",12,11,1,0,8,8,0,0,5,5,0,0,7,6,1,0
"680",2005,"Temple","FBS Independents","",11,0,11,0,0,0,0,0,5,0,5,0,6,0,6,0
"681",2005,"Tennessee","SEC","East",11,5,6,0,8,3,5,0,6,3,3,0,5,2,3,0
"682",2005,"Texas","Big 12","South",13,13,0,0,9,9,0,0,7,7,0,0,6,6,0,0
"683",2005,"Texas A&M","Big 12","South",11,5,6,0,8,3,5,0,6,4,2,0,5,1,4,0
"684",2005,"Texas Tech","Big 12","South",12,9,3,0,8,6,2,0,7,7,0,0,5,2,3,0
"685",2005,"Toledo","Mid-American","West",12,9,3,0,8,6,2,0,5,4,1,0,7,5,2,0
"686",2005,"Troy","Sun Belt","",11,4,7,0,7,3,4,0,5,3,2,0,6,1,5,0
"687",2005,"Tulane","Conference USA","West",11,2,9,0,8,1,7,0,6,1,5,0,5,1,4,0
"688",2005,"Tulsa","Conference USA","West",13,9,4,0,9,7,2,0,6,4,2,0,7,5,2,0
"689",2005,"UAB","Conference USA","East",11,5,6,0,8,3,5,0,5,2,3,0,6,3,3,0
"690",2005,"UCF","Conference USA","East",13,8,5,0,9,7,2,0,6,4,2,0,7,4,3,0
"691",2005,"UCLA","Pac-10","",12,10,2,0,10,8,2,0,7,7,0,0,5,3,2,0
"692",2005,"UNLV","Mountain West","",11,2,9,0,8,1,7,0,5,2,3,0,6,0,6,0
"693",2005,"USC","Pac-10","",13,12,1,0,8,8,0,0,6,6,0,0,7,6,1,0
"694",2005,"Utah","Mountain West","",12,7,5,0,9,5,4,0,7,5,2,0,5,2,3,0
"695",2005,"Utah State","Western Athletic","",11,3,8,0,8,2,6,0,5,2,3,0,6,1,5,0
"696",2005,"UTEP","Conference USA","West",12,8,4,0,8,5,3,0,7,5,2,0,5,3,2,0
"697",2005,"Vanderbilt","SEC","East",11,5,6,0,8,3,5,0,6,2,4,0,5,3,2,0
"698",2005,"Virginia","ACC","Coastal",12,7,5,0,8,3,5,0,6,5,1,0,6,2,4,0
"699",2005,"Virginia Tech","ACC","Coastal",13,11,2,0,9,7,2,0,7,6,1,0,6,5,1,0
"700",2005,"Wake Forest","ACC","Atlantic",11,4,7,0,8,3,5,0,6,3,3,0,5,1,4,0
"701",2005,"Washington","Pac-10","",11,2,9,0,9,1,8,0,6,1,5,0,5,1,4,0
"702",2005,"Washington State","Pac-10","",11,4,7,0,8,1,7,0,6,2,4,0,5,2,3,0
"703",2005,"Western Michigan","Mid-American","West",11,7,4,0,8,5,3,0,5,4,1,0,6,3,3,0
"704",2005,"West Virginia","Big East","",12,11,1,0,7,7,0,0,6,5,1,0,6,6,0,0
"705",2005,"Wisconsin","Big Ten","",13,10,3,0,8,5,3,0,6,5,1,0,7,5,2,0
"706",2005,"Wyoming","Mountain West","",11,4,7,0,8,2,6,0,5,2,3,0,6,2,4,0
"707",2006,"Air Force","Mountain West","",12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
"708",2006,"Akron","Mid-American","East",12,5,7,0,8,3,5,0,5,4,1,0,7,1,6,0
"709",2006,"Alabama","SEC","West",13,6,7,0,8,2,6,0,9,6,3,0,4,0,4,0
"710",2006,"Arizona","Pac-10","",12,6,6,0,10,5,5,0,7,3,4,0,5,3,2,0
"711",2006,"Arizona State","Pac-10","",13,7,6,0,9,4,5,0,6,4,2,0,7,3,4,0
"712",2006,"Arkansas","SEC","West",14,10,4,0,9,7,2,0,7,5,2,0,7,5,2,0
"713",2006,"Arkansas State","Sun Belt","",12,6,6,0,7,4,3,0,5,3,2,0,7,3,4,0
"714",2006,"Army","FBS Independents","",12,3,9,0,0,0,0,0,5,2,3,0,7,1,6,0
"715",2006,"Auburn","SEC","West",13,11,2,0,8,6,2,0,8,6,2,0,5,5,0,0
"716",2006,"Ball State","Mid-American","West",12,5,7,0,8,5,3,0,6,2,4,0,6,3,3,0
"717",2006,"Baylor","Big 12","South",12,4,8,0,8,3,5,0,7,3,4,0,5,1,4,0
"718",2006,"Boise State","Western Athletic","",13,13,0,0,8,8,0,0,6,6,0,0,7,7,0,0
"719",2006,"Boston College","ACC","Atlantic",13,10,3,0,8,5,3,0,8,8,0,0,5,2,3,0
"720",2006,"Bowling Green","Mid-American","East",12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
"721",2006,"Buffalo","Mid-American","East",12,2,10,0,8,1,7,0,5,2,3,0,7,0,7,0
"722",2006,"BYU","Mountain West","",13,11,2,0,10,9,1,0,6,6,0,0,7,5,2,0
"723",2006,"California","Pac-10","",13,10,3,0,10,8,2,0,8,8,0,0,5,2,3,0
"724",2006,"Central Michigan","Mid-American","West",14,10,4,0,9,8,1,0,6,5,1,0,8,5,3,0
"725",2006,"Cincinnati","Big East","",13,8,5,0,7,4,3,0,8,7,1,0,5,1,4,0
"726",2006,"Clemson","ACC","Atlantic",13,8,5,0,8,5,3,0,7,5,2,0,6,3,3,0
"727",2006,"Colorado","Big 12","North",12,2,10,0,8,2,6,0,6,2,4,0,6,0,6,0
"728",2006,"Colorado State","Mountain West","",12,4,8,0,8,1,7,0,6,3,3,0,6,1,5,0
"729",2006,"Connecticut","Big East","",12,4,8,0,7,1,6,0,7,3,4,0,5,1,4,0
"730",2006,"Duke","ACC","Coastal",12,0,12,0,8,0,8,0,7,0,7,0,5,0,5,0
"731",2006,"East Carolina","Conference USA","East",13,7,6,0,8,5,3,0,7,4,3,0,6,3,3,0
"732",2006,"Eastern Michigan","Mid-American","West",12,1,11,0,8,1,7,0,5,1,4,0,7,0,7,0
"733",2006,"Florida","SEC","East",14,13,1,0,9,8,1,0,8,8,0,0,6,5,1,0
"734",2006,"Florida Atlantic","Sun Belt","",12,5,7,0,7,4,3,0,5,3,2,0,7,2,5,0
"735",2006,"Florida International","Sun Belt","",12,0,12,0,7,0,7,0,5,0,5,0,7,0,7,0
"736",2006,"Florida State","ACC","Atlantic",13,7,6,0,8,3,5,0,8,4,4,0,5,3,2,0
"737",2006,"Fresno State","Western Athletic","",12,4,8,0,8,4,4,0,6,3,3,0,6,1,5,0
"738",2006,"Georgia","SEC","East",13,9,4,0,8,4,4,0,8,5,3,0,5,4,1,0
"739",2006,"Georgia Tech","ACC","Coastal",14,9,5,0,9,7,2,0,8,6,2,0,6,3,3,0
"740",2006,"Hawai'i","Western Athletic","",14,11,3,0,8,7,1,0,9,8,1,0,5,3,2,0
"741",2006,"Houston","Conference USA","West",14,10,4,0,9,8,1,0,8,7,1,0,6,3,3,0
"742",2006,"Idaho","Western Athletic","",12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
"743",2006,"Illinois","Big Ten","",12,2,10,0,8,1,7,0,7,1,6,0,5,1,4,0
"744",2006,"Indiana","Big Ten","",12,5,7,0,8,3,5,0,7,3,4,0,5,2,3,0
"745",2006,"Iowa","Big Ten","",13,6,7,0,8,2,6,0,8,4,4,0,5,2,3,0
"746",2006,"Iowa State","Big 12","North",12,4,8,0,8,1,7,0,7,4,3,0,5,0,5,0
"747",2006,"Kansas","Big 12","North",12,6,6,0,8,3,5,0,7,5,2,0,5,1,4,0
"748",2006,"Kansas State","Big 12","North",13,7,6,0,8,4,4,0,9,6,3,0,4,1,3,0
"749",2006,"Kent State","Mid-American","East",12,6,6,0,8,5,3,0,5,3,2,0,7,3,4,0
"750",2006,"Kentucky","SEC","East",13,8,5,0,8,4,4,0,8,7,1,0,5,1,4,0
"751",2006,"Louisiana","Sun Belt","",12,6,6,0,7,3,4,0,6,3,3,0,6,3,3,0
"752",2006,"Louisiana Monroe","Sun Belt","",12,4,8,0,7,3,4,0,5,2,3,0,7,2,5,0
"753",2006,"Louisiana Tech","Western Athletic","",13,3,10,0,8,1,7,0,5,2,3,0,8,1,7,0
"754",2006,"Louisville","Big East","",13,12,1,0,7,6,1,0,6,6,0,0,7,6,1,0
"755",2006,"LSU","SEC","West",13,11,2,0,8,6,2,0,9,9,0,0,4,2,2,0
"756",2006,"Marshall","Conference USA","East",12,5,7,0,8,4,4,0,5,4,1,0,7,1,6,0
"757",2006,"Maryland","ACC","Atlantic",13,9,4,0,8,5,3,0,8,7,1,0,5,2,3,0
"758",2006,"Memphis","Conference USA","East",12,2,10,0,8,1,7,0,7,1,6,0,5,1,4,0
"759",2006,"Miami","ACC","Coastal",13,7,6,0,8,3,5,0,7,5,2,0,6,2,4,0
"760",2006,"Miami (OH)","Mid-American","East",12,2,10,0,8,2,6,0,5,0,5,0,7,2,5,0
"761",2006,"Michigan","Big Ten","",13,11,2,0,9,7,2,0,8,7,1,0,5,4,1,0
"762",2006,"Michigan State","Big Ten","",12,4,8,0,8,1,7,0,7,2,5,0,5,2,3,0
"763",2006,"Middle Tennessee","Sun Belt","",13,7,6,0,7,6,1,0,5,3,2,0,8,4,4,0
"764",2006,"Minnesota","Big Ten","",13,6,7,0,9,3,6,0,7,4,3,0,6,2,4,0
"765",2006,"Mississippi State","SEC","West",12,3,9,0,8,1,7,0,7,1,6,0,5,2,3,0
"766",2006,"Missouri","Big 12","North",13,8,5,0,8,4,4,0,8,6,2,0,5,2,3,0
"767",2006,"Navy","FBS Independents","",13,9,4,0,0,0,0,0,7,4,3,0,6,5,1,0
"768",2006,"NC State","ACC","Atlantic",12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
"769",2006,"Nebraska","Big 12","North",14,9,5,0,9,6,3,0,8,6,2,0,6,3,3,0
"770",2006,"Nevada","Western Athletic","",13,8,5,0,8,5,3,0,7,5,2,0,6,3,3,0
"771",2006,"New Mexico","Mountain West","",13,6,7,0,8,4,4,0,7,3,4,0,6,3,3,0
"772",2006,"New Mexico State","Western Athletic","",12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0
"773",2006,"North Carolina","ACC","Coastal",12,3,9,0,8,2,6,0,7,2,5,0,5,1,4,0
"774",2006,"Northern Illinois","Mid-American","West",13,7,6,0,8,5,3,0,6,4,2,0,7,3,4,0
"775",2006,"North Texas","Sun Belt","",12,3,9,0,7,2,5,0,5,2,3,0,7,1,6,0
"776",2006,"Northwestern","Big Ten","",12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
"777",2006,"Notre Dame","FBS Independents","",13,10,3,0,0,0,0,0,7,6,1,0,6,4,2,0
"778",2006,"Ohio","Mid-American","East",14,9,5,0,9,7,2,0,6,4,2,0,8,5,3,0
"779",2006,"Ohio State","Big Ten","",13,12,1,0,8,8,0,0,8,7,1,0,5,5,0,0
"780",2006,"Oklahoma","Big 12","South",14,11,3,0,9,8,1,0,9,7,2,0,5,4,1,0
"781",2006,"Oklahoma State","Big 12","South",13,7,6,0,8,3,5,0,6,4,2,0,7,3,4,0
"782",2006,"Ole Miss","SEC","West",12,4,8,0,8,2,6,0,7,4,3,0,5,0,5,0
"783",2006,"Oregon","Pac-10","",13,7,6,0,10,4,6,0,7,5,2,0,6,2,4,0
"784",2006,"Oregon State","Pac-10","",14,10,4,0,9,6,3,0,7,5,2,0,7,5,2,0
"785",2006,"Penn State","Big Ten","",13,9,4,0,8,5,3,0,8,7,1,0,5,2,3,0
"786",2006,"Pittsburgh","Big East","",12,6,6,0,7,2,5,0,7,3,4,0,5,3,2,0
"787",2006,"Purdue","Big Ten","",14,8,6,0,8,5,3,0,7,5,2,0,7,3,4,0
"788",2006,"Rice","Conference USA","West",13,7,6,0,8,6,2,0,5,3,2,0,8,4,4,0
"789",2006,"Rutgers","Big East","",13,11,2,0,7,5,2,0,6,6,0,0,7,5,2,0
"790",2006,"San Diego State","Mountain West","",12,3,9,0,9,3,6,0,6,3,3,0,6,0,6,0
"791",2006,"San José State","Western Athletic","",13,9,4,0,8,5,3,0,8,7,1,0,5,2,3,0
"792",2006,"SMU","Conference USA","West",12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0
"793",2006,"South Carolina","SEC","East",13,8,5,0,8,3,5,0,8,4,4,0,5,4,1,0
"794",2006,"Southern Mississippi","Conference USA","East",14,9,5,0,9,6,3,0,7,6,1,0,7,3,4,0
"795",2006,"South Florida","Big East","",13,9,4,0,7,4,3,0,6,5,1,0,7,4,3,0
"796",2006,"Stanford","Pac-10","",12,1,11,0,9,1,8,0,5,0,5,0,7,1,6,0
"797",2006,"Syracuse","Big East","",12,4,8,0,7,1,6,0,6,3,3,0,6,1,5,0
"798",2006,"TCU","Mountain West","",13,11,2,0,8,6,2,0,7,6,1,0,6,5,1,0
"799",2006,"Temple","FBS Independents","",12,1,11,0,0,0,0,0,5,1,4,0,7,0,7,0
"800",2006,"Tennessee","SEC","East",13,9,4,0,8,5,3,0,7,5,2,0,6,4,2,0
"801",2006,"Texas","Big 12","South",13,10,3,0,8,6,2,0,7,5,2,0,6,5,1,0
"802",2006,"Texas A&M","Big 12","South",13,9,4,0,8,5,3,0,8,5,3,0,5,4,1,0
"803",2006,"Texas Tech","Big 12","South",13,8,5,0,8,4,4,0,6,4,2,0,7,4,3,0
"804",2006,"Toledo","Mid-American","West",12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
"805",2006,"Troy","Sun Belt","",13,8,5,0,7,6,1,0,6,5,1,0,7,3,4,0
"806",2006,"Tulane","Conference USA","West",12,4,8,0,8,2,6,0,5,3,2,0,7,1,6,0
"807",2006,"Tulsa","Conference USA","West",13,8,5,0,8,5,3,0,6,5,1,0,7,3,4,0
"808",2006,"UAB","Conference USA","East",12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
"809",2006,"UCF","Conference USA","East",12,4,8,0,8,3,5,0,7,2,5,0,5,2,3,0
"810",2006,"UCLA","Pac-10","",13,7,6,0,10,6,4,0,8,6,2,0,5,1,4,0
"811",2006,"UNLV","Mountain West","",12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
"812",2006,"USC","Pac-10","",13,11,2,0,10,8,2,0,6,6,0,0,7,5,2,0
"813",2006,"Utah","Mountain West","",13,8,5,0,9,5,4,0,7,5,2,0,6,3,3,0
"814",2006,"Utah State","Western Athletic","",12,1,11,0,8,1,7,0,5,1,4,0,7,0,7,0
"815",2006,"UTEP","Conference USA","West",12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0
"816",2006,"Vanderbilt","SEC","East",12,4,8,0,8,1,7,0,6,2,4,0,6,2,4,0
"817",2006,"Virginia","ACC","Coastal",12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
"818",2006,"Virginia Tech","ACC","Coastal",13,10,3,0,8,6,2,0,9,7,2,0,4,3,1,0
"819",2006,"Wake Forest","ACC","Atlantic",14,11,3,0,9,7,2,0,7,4,3,0,7,7,0,0
"820",2006,"Washington","Pac-10","",12,5,7,0,9,3,6,0,6,3,3,0,6,2,4,0
"821",2006,"Washington State","Pac-10","",12,6,6,0,9,4,5,0,7,3,4,0,5,3,2,0
"822",2006,"Western Michigan","Mid-American","West",13,8,5,0,8,6,2,0,5,5,0,0,8,3,5,0
"823",2006,"West Virginia","Big East","",13,11,2,0,7,5,2,0,8,7,1,0,5,4,1,0
"824",2006,"Wisconsin","Big Ten","",13,12,1,0,9,8,1,0,8,8,0,0,5,4,1,0
"825",2006,"Wyoming","Mountain West","",12,6,6,0,8,5,3,0,6,4,2,0,6,2,4,0
"826",2007,"Air Force","Mountain West","",13,9,4,0,9,6,3,0,7,6,1,0,6,3,3,0
"827",2007,"Akron","Mid-American","East",12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
"828",2007,"Alabama","SEC","West",13,7,6,0,8,4,4,0,7,4,3,0,6,3,3,0
"829",2007,"Arizona","Pac-10","",12,5,7,0,11,4,7,0,6,4,2,0,6,1,5,0
"830",2007,"Arizona State","Pac-10","",13,10,3,0,10,8,2,0,8,7,1,0,5,3,2,0
"831",2007,"Arkansas","SEC","West",13,8,5,0,8,4,4,0,9,6,3,0,4,2,2,0
"832",2007,"Arkansas State","Sun Belt","",12,5,7,0,7,3,4,0,6,5,1,0,6,0,6,0
"833",2007,"Army","FBS Independents","",12,3,9,0,0,0,0,0,5,3,2,0,7,0,7,0
"834",2007,"Auburn","SEC","West",13,9,4,0,8,5,3,0,9,7,2,0,4,2,2,0
"835",2007,"Ball State","Mid-American","West",13,7,6,0,7,5,2,0,6,3,3,0,7,4,3,0
"836",2007,"Baylor","Big 12","South",12,3,9,0,8,0,8,0,6,2,4,0,6,1,5,0
"837",2007,"Boise State","Western Athletic","",13,10,3,0,8,7,1,0,7,7,0,0,6,3,3,0
"838",2007,"Boston College","ACC","Atlantic",14,11,3,0,9,6,3,0,8,6,2,0,6,5,1,0
"839",2007,"Bowling Green","Mid-American","East",13,8,5,0,8,6,2,0,5,4,1,0,8,4,4,0
"840",2007,"Buffalo","Mid-American","East",12,5,7,0,8,5,3,0,5,3,2,0,7,2,5,0
"841",2007,"BYU","Mountain West","",13,11,2,0,11,10,1,0,7,7,0,0,6,4,2,0
"842",2007,"California","Pac-10","",13,7,6,0,11,5,6,0,6,4,2,0,7,3,4,0
"843",2007,"Central Michigan","Mid-American","West",14,8,6,0,8,7,1,0,7,4,3,0,7,4,3,0
"844",2007,"Cincinnati","Big East","",13,10,3,0,7,4,3,0,7,5,2,0,6,5,1,0
"845",2007,"Clemson","ACC","Atlantic",13,9,4,0,8,5,3,0,7,5,2,0,6,4,2,0
"846",2007,"Colorado","Big 12","North",13,6,7,0,8,4,4,0,8,4,4,0,5,2,3,0
"847",2007,"Colorado State","Mountain West","",12,3,9,0,9,2,7,0,6,2,4,0,6,1,5,0
"848",2007,"Connecticut","Big East","",13,9,4,0,7,5,2,0,7,7,0,0,6,2,4,0
"849",2007,"Duke","ACC","Coastal",12,1,11,0,8,0,8,0,5,0,5,0,7,1,6,0
"850",2007,"East Carolina","Conference USA","East",13,8,5,0,8,6,2,0,7,5,2,0,6,3,3,0
"851",2007,"Eastern Michigan","Mid-American","West",12,4,8,0,7,3,4,0,5,2,3,0,7,2,5,0
"852",2007,"Florida","SEC","East",13,9,4,0,8,5,3,0,9,6,3,0,4,3,1,0
"853",2007,"Florida Atlantic","Sun Belt","",13,8,5,0,7,6,1,0,6,4,2,0,7,4,3,0
"854",2007,"Florida International","Sun Belt","",12,1,11,0,7,1,6,0,5,1,4,0,7,0,7,0
"855",2007,"Florida State","ACC","Atlantic",13,7,6,0,8,4,4,0,7,5,2,0,6,2,4,0
"856",2007,"Fresno State","Western Athletic","",13,9,4,0,8,6,2,0,7,6,1,0,6,3,3,0
"857",2007,"Georgia","SEC","East",13,11,2,0,8,6,2,0,8,7,1,0,5,4,1,0
"858",2007,"Georgia Tech","ACC","Coastal",13,7,6,0,8,4,4,0,7,4,3,0,6,3,3,0
"859",2007,"Hawai'i","Western Athletic","",13,12,1,0,8,8,0,0,7,7,0,0,6,5,1,0
"860",2007,"Houston","Conference USA","West",13,8,5,0,8,6,2,0,7,5,2,0,6,3,3,0
"861",2007,"Idaho","Western Athletic","",12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
"862",2007,"Illinois","Big Ten","",13,9,4,0,9,6,3,0,7,5,2,0,6,4,2,0
"863",2007,"Indiana","Big Ten","",13,7,6,0,8,3,5,0,7,5,2,0,6,2,4,0
"864",2007,"Iowa","Big Ten","",12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
"865",2007,"Iowa State","Big 12","North",12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
"866",2007,"Kansas","Big 12","North",13,12,1,0,8,7,1,0,8,7,1,0,5,5,0,0
"867",2007,"Kansas State","Big 12","North",12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
"868",2007,"Kent State","Mid-American","East",12,3,9,0,8,1,7,0,5,1,4,0,7,2,5,0
"869",2007,"Kentucky","SEC","East",13,8,5,0,8,3,5,0,8,5,3,0,5,3,2,0
"870",2007,"Louisiana","Sun Belt","",12,3,9,0,7,3,4,0,6,1,5,0,6,2,4,0
"871",2007,"Louisiana Monroe","Sun Belt","",12,6,6,0,7,4,3,0,5,3,2,0,7,3,4,0
"872",2007,"Louisiana Tech","Western Athletic","",12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0
"873",2007,"Louisville","Big East","",12,6,6,0,7,3,4,0,6,4,2,0,6,2,4,0
"874",2007,"LSU","SEC","West",14,12,2,0,9,7,2,0,8,7,1,0,6,5,1,0
"875",2007,"Marshall","Conference USA","East",12,3,9,0,8,3,5,0,6,3,3,0,6,0,6,0
"876",2007,"Maryland","ACC","Atlantic",13,6,7,0,8,3,5,0,6,3,3,0,7,3,4,0
"877",2007,"Memphis","Conference USA","East",13,7,6,0,8,6,2,0,7,4,3,0,6,3,3,0
"878",2007,"Miami","ACC","Coastal",12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
"879",2007,"Miami (OH)","Mid-American","East",13,6,7,0,8,5,3,0,5,4,1,0,8,2,6,0
"880",2007,"Michigan","Big Ten","",13,9,4,0,9,6,3,0,8,5,3,0,5,4,1,0
"881",2007,"Michigan State","Big Ten","",13,7,6,0,8,3,5,0,8,5,3,0,5,2,3,0
"882",2007,"Middle Tennessee","Sun Belt","",12,5,7,0,7,4,3,0,5,2,3,0,7,3,4,0
"883",2007,"Minnesota","Big Ten","",12,1,11,0,8,0,8,0,7,1,6,0,5,0,5,0
"884",2007,"Mississippi State","SEC","West",13,8,5,0,8,4,4,0,7,5,2,0,6,3,3,0
"885",2007,"Missouri","Big 12","North",14,12,2,0,9,7,2,0,7,6,1,0,7,6,1,0
"886",2007,"Navy","FBS Independents","",13,8,5,0,0,0,0,0,8,4,4,0,5,4,1,0
"887",2007,"NC State","ACC","Atlantic",12,5,7,0,8,3,5,0,7,3,4,0,5,2,3,0
"888",2007,"Nebraska","Big 12","North",12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
"889",2007,"Nevada","Western Athletic","",13,6,7,0,8,4,4,0,6,4,2,0,7,2,5,0
"890",2007,"New Mexico","Mountain West","",13,9,4,0,9,6,3,0,7,6,1,0,6,3,3,0
"891",2007,"New Mexico State","Western Athletic","",13,4,9,0,8,1,7,0,7,4,3,0,6,0,6,0
"892",2007,"North Carolina","ACC","Coastal",12,4,8,0,8,3,5,0,6,4,2,0,6,0,6,0
"893",2007,"Northern Illinois","Mid-American","West",12,2,10,0,7,1,6,0,6,1,5,0,6,1,5,0
"894",2007,"North Texas","Sun Belt","",12,2,10,0,7,1,6,0,5,2,3,0,7,0,7,0
"895",2007,"Northwestern","Big Ten","",12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"896",2007,"Notre Dame","FBS Independents","",12,3,9,0,0,0,0,0,7,1,6,0,5,2,3,0
"897",2007,"Ohio","Mid-American","East",12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
"898",2007,"Ohio State","Big Ten","",13,11,2,0,9,8,1,0,8,6,2,0,5,5,0,0
"899",2007,"Oklahoma","Big 12","South",14,11,3,0,9,7,2,0,8,7,1,0,6,4,2,0
"900",2007,"Oklahoma State","Big 12","South",13,7,6,0,8,4,4,0,7,5,2,0,6,2,4,0
"901",2007,"Ole Miss","SEC","West",12,3,9,0,8,0,8,0,7,2,5,0,5,1,4,0
"902",2007,"Oregon","Pac-10","",13,9,4,0,10,6,4,0,8,6,2,0,5,3,2,0
"903",2007,"Oregon State","Pac-10","",13,9,4,0,10,7,3,0,7,6,1,0,6,3,3,0
"904",2007,"Penn State","Big Ten","",13,9,4,0,8,4,4,0,7,6,1,0,6,3,3,0
"905",2007,"Pittsburgh","Big East","",12,5,7,0,7,3,4,0,7,4,3,0,5,1,4,0
"906",2007,"Purdue","Big Ten","",13,8,5,0,8,3,5,0,7,5,2,0,6,3,3,0
"907",2007,"Rice","Conference USA","West",12,3,9,0,8,3,5,0,6,1,5,0,6,2,4,0
"908",2007,"Rutgers","Big East","",13,8,5,0,7,3,4,0,8,5,3,0,5,3,2,0
"909",2007,"San Diego State","Mountain West","",12,4,8,0,10,3,7,0,6,2,4,0,6,2,4,0
"910",2007,"San José State","Western Athletic","",12,5,7,0,8,4,4,0,5,4,1,0,7,1,6,0
"911",2007,"SMU","Conference USA","West",12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
"912",2007,"South Carolina","SEC","East",12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"913",2007,"Southern Mississippi","Conference USA","East",13,7,6,0,8,5,3,0,6,3,3,0,7,4,3,0
"914",2007,"South Florida","Big East","",13,9,4,0,7,4,3,0,6,5,1,0,7,4,3,0
"915",2007,"Stanford","Pac-10","",12,4,8,0,10,3,7,0,8,2,6,0,4,2,2,0
"916",2007,"Syracuse","Big East","",12,2,10,0,7,1,6,0,7,1,6,0,5,1,4,0
"917",2007,"TCU","Mountain West","",13,8,5,0,9,5,4,0,6,5,1,0,7,3,4,0
"918",2007,"Temple","Mid-American","East",12,4,8,0,8,4,4,0,6,3,3,0,6,1,5,0
"919",2007,"Tennessee","SEC","East",14,10,4,0,9,6,3,0,8,8,0,0,6,2,4,0
"920",2007,"Texas","Big 12","South",13,10,3,0,8,5,3,0,8,6,2,0,5,4,1,0
"921",2007,"Texas A&M","Big 12","South",13,7,6,0,8,4,4,0,8,6,2,0,5,1,4,0
"922",2007,"Texas Tech","Big 12","South",13,9,4,0,8,4,4,0,6,5,1,0,7,4,3,0
"923",2007,"Toledo","Mid-American","West",12,5,7,0,8,3,5,0,7,5,2,0,5,0,5,0
"924",2007,"Troy","Sun Belt","",12,8,4,0,7,6,1,0,5,4,1,0,7,4,3,0
"925",2007,"Tulane","Conference USA","West",12,4,8,0,8,3,5,0,7,2,5,0,5,2,3,0
"926",2007,"Tulsa","Conference USA","West",14,10,4,0,9,6,3,0,7,6,1,0,7,4,3,0
"927",2007,"UAB","Conference USA","East",12,2,10,0,8,1,7,0,5,2,3,0,7,0,7,0
"928",2007,"UCF","Conference USA","East",14,10,4,0,9,8,1,0,7,6,1,0,7,4,3,0
